date,slice_label,OT
1641449782875 ,192,0.644281209
1641449782885 ,192,0.773329437
1641449782895 ,192,1.013905048
1641449782905 ,192,1.176292181
1641449782915 ,192,1.234510422
1641449782925 ,192,1.506352305
1641449782935 ,192,1.326807618
1641449782945 ,192,1.47106266
1641449782955 ,192,1.35474658
1641449782965 ,192,1.507950425
1641449782975 ,192,1.488170028
1641449782985 ,192,1.400260329
1641449782995 ,192,1.374357581
1641449783005 ,192,1.439962387
1641449783015 ,192,1.305046439
1641449783025 ,192,1.372439981
1641449783035 ,192,1.429028273
1641449783045 ,192,1.437052488
1641449783055 ,192,1.333985329
1641449783065 ,192,1.28755331
1641449783075 ,192,1.289605141
1641449783085 ,192,1.250932574
1641449783095 ,192,1.302354932
1641449783105 ,192,1.302390456
1641449783115 ,192,1.412749648
1641449783125 ,192,1.373047709
1641449783135 ,192,1.357283115
1641449783145 ,192,1.307677388
1641449783155 ,192,1.275220156
1641449783165 ,192,1.317572474
1641449783175 ,192,1.326233387
1641449783185 ,192,1.41859448
1641449783195 ,192,1.369273782
1641449783205 ,192,1.37962985
1641449783215 ,192,1.315036058
1641449783225 ,192,1.271115303
1641449783235 ,192,1.282002807
1641449783245 ,192,1.30458498
1641449783255 ,192,1.39134407
1641449783265 ,192,1.393379211
1641449783275 ,192,1.36721766
1641449783285 ,192,1.398563266
1641449783295 ,192,1.399457097
1641449783305 ,192,1.357939124
1641449783315 ,192,1.346835971
1641449783325 ,192,1.301150918
1641449783335 ,192,1.255142331
1641449783345 ,192,1.269523859
1641449783355 ,192,1.339996099
1641449783365 ,192,1.338799477
1641449783375 ,192,1.367429018
1641449783385 ,192,1.399352193
1641449783395 ,192,1.32471323
1641449783405 ,192,1.287135601
1641449783415 ,192,1.229822755
1641449783425 ,192,1.307780504
1641449783435 ,192,1.30031848
1641449783445 ,192,1.339464903
1641449783455 ,192,1.390545964
1641449783465 ,192,1.360337734
1641449783475 ,192,1.331249595
1641449783485 ,192,1.214822054
1641449783495 ,192,1.266846418
1641449783505 ,192,1.277849436
1641449783515 ,192,1.337314129
1641449783525 ,192,1.380580783
1641449783535 ,192,1.352956653
1641449783545 ,192,1.332909584
1641449783555 ,192,1.265227556
1641449783565 ,192,1.247378826
1641449783575 ,192,1.246803045
1641449783585 ,192,1.248967171
1641449783595 ,192,1.321804881
1641449783605 ,192,1.343006492
1641449783615 ,192,1.372470617
1641449783625 ,192,1.288985729
1641449783635 ,192,1.235095859
1641449783645 ,192,1.279191613
1641449783655 ,192,1.209268808
1641449783665 ,192,1.269827843
1641449783675 ,192,1.246306658
1641449783685 ,192,1.352132082
1641449783695 ,192,1.326909661
1641449783705 ,192,1.321133494
1641449783715 ,192,1.284738898
1641449783725 ,192,1.203191161
1641449783735 ,192,1.246337414
1641449783745 ,192,1.234366775
1641449783755 ,192,1.313886642
1641449783765 ,192,1.279346943
1641449783775 ,192,1.333858132
1641449783785 ,192,1.309732199
